GDP/breakdown at current prices in National currency (all countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Currency,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Bhutan,Ngultrum,"Agriculture, hunting, forestry, fishing (ISIC A-B)","198,345,907","212,824,246","227,979,225","261,154,104","322,556,496","311,156,779","337,777,550","369,227,140","328,261,598","360,409,557","453,470,593","512,086,602","584,644,892","690,147,864","795,099,806","902,087,777","1,044,553,178","1,168,167,961","1,407,909,300","1,547,852,851","1,778,659,644","1,846,184,349","2,152,877,644","2,226,285,198","2,819,225,528","3,002,429,368","3,362,523,075","4,017,810,098","4,466,517,991","4,794,394,298","5,289,423,369","5,748,565,569","6,661,754,135","7,066,178,250","7,635,068,719","8,066,433,486","8,707,179,604","9,234,128,498","10,078,280,555","11,158,670,000","12,177,828,359","13,868,365,310","15,558,287,669","16,969,714,391","20,050,385,863","21,664,072,777"
Bhutan,Ngultrum,"Mining, Manufacturing, Utilities (ISIC C-E)","23,861,823","25,534,052","27,372,056","31,566,194","38,383,602","37,439,579","41,650,231","41,881,582","40,811,583","47,719,541","38,663,418","81,356,558","92,267,054","119,912,875","149,458,026","149,367,774","246,806,953","500,837,495","550,823,049","689,457,431","854,691,845","1,000,780,364","1,148,585,515","1,374,631,147","1,572,798,591","2,138,723,469","2,531,805,525","3,048,136,596","3,354,415,010","4,002,465,764","4,189,063,659","4,521,155,475","5,051,273,159","6,021,874,563","5,821,094,663","6,755,251,787","9,315,659,672","15,005,711,627","17,397,645,320","18,222,705,228","20,704,644,784","20,898,157,006","22,888,224,436","26,802,646,365","29,999,401,768","32,830,824,900"
Bhutan,Ngultrum,Manufacturing (ISIC D),"19,354,573","20,700,875","22,197,214","25,621,240","31,072,426","30,386,950","33,894,432","33,619,864","33,371,765","39,119,362","29,274,049","69,281,916","76,112,528","102,459,172","119,047,800","120,999,403","125,878,411","181,499,104","204,918,344","324,941,945","394,223,861","472,287,992","557,182,735","619,634,039","753,318,864","988,487,058","1,228,534,261","1,275,372,739","1,398,323,746","1,519,323,149","1,618,854,916","1,880,502,192","1,936,388,226","2,084,197,263","2,296,156,003","2,570,897,062","3,097,975,887","4,033,224,842","4,593,444,061","5,017,230,000","6,324,150,000","7,044,820,000","8,623,124,142","8,778,666,439","9,705,143,059","11,221,101,933"
Bhutan,Ngultrum,Construction (ISIC F),"60,589,595","64,893,464","69,490,219","80,095,797","97,812,872","94,744,249","105,519,608","108,173,056","101,189,111","121,276,817","107,733,423","182,672,727","248,677,745","326,101,683","305,241,781","306,393,906","345,531,784","383,372,363","377,258,662","372,422,616","400,566,336","457,766,976","564,814,876","633,072,444","791,071,853","893,434,686","950,011,871","1,105,575,994","1,339,492,925","1,866,184,846","2,761,408,187","3,818,379,740","4,711,189,839","5,021,464,305","5,741,130,359","6,219,246,134","6,019,712,348","6,781,005,885","6,250,978,805","7,469,679,079","10,308,860,000","13,916,570,000","17,669,804,415","17,826,074,160","18,479,701,053","22,402,822,778"
Bhutan,Ngultrum,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","37,649,484","40,376,478","43,272,735","49,599,575","61,098,166","59,147,063","64,268,834","69,383,266","63,061,645","68,775,120","82,168,124","105,183,664","109,204,770","114,548,608","122,220,455","135,818,142","151,426,381","166,082,254","173,595,373","189,997,252","217,298,445","260,789,879","320,312,828","368,037,005","432,797,974","472,850,304","593,113,115","669,937,401","766,761,398","845,384,599","970,250,518","1,158,390,577","1,402,546,149","1,581,956,649","1,894,357,738","2,300,565,251","2,618,202,581","2,865,253,195","3,263,800,545","3,472,880,000","4,360,562,860","5,590,442,392","7,216,422,775","8,439,675,874","10,517,572,380","10,739,584,590"
Bhutan,Ngultrum,"Transport, storage and communication (ISIC I)","21,707,241","23,284,345","24,944,055","28,597,395","35,256,060","34,051,609","37,079,748","40,135,710","36,055,855","39,938,024","47,904,429","58,092,729","66,578,035","79,380,524","82,708,441","106,366,650","117,375,409","130,090,338","189,624,564","232,076,354","332,135,500","381,690,832","450,818,541","584,637,667","610,396,275","682,660,340","812,474,208","972,195,557","1,179,916,261","1,565,848,693","1,799,668,831","2,083,029,282","2,452,010,017","2,626,021,928","3,295,112,499","3,890,514,667","4,095,118,515","4,468,831,521","5,365,767,202","5,989,870,000","6,943,320,000","8,526,109,065","9,256,039,622","9,806,812,218","11,508,686,093","12,611,146,114"
Bhutan,Ngultrum,Other Activities (ISIC J-P),"116,534,475","125,087,304","134,011,255","153,303,332","189,792,747","182,972,954","197,469,099","218,766,784","192,673,988","206,931,945","278,881,105","291,565,077","312,142,610","357,875,347","423,333,428","533,385,462","699,620,318","866,772,723","1,060,519,977","1,201,084,142","1,212,410,400","1,287,021,848","1,353,132,958","1,402,092,795","1,583,365,230","1,858,104,248","2,185,215,750","2,732,581,155","3,385,949,527","3,840,133,271","4,302,106,448","4,669,710,651","5,012,153,677","5,736,050,362","6,247,525,089","7,562,218,007","8,580,082,985","9,659,155,148","10,774,704,113","13,201,858,592","15,106,357,662","18,227,994,038","19,051,152,832","20,038,111,764","22,474,351,099","25,444,850,683"
Bhutan,Ngultrum,Total Value Added,"458,688,524","491,999,888","527,069,546","604,316,397","744,899,943","719,512,233","783,765,070","847,567,538","762,053,781","845,051,003","1,008,821,091","1,230,957,356","1,413,515,104","1,687,966,902","1,878,061,937","2,133,419,710","2,605,314,024","3,215,323,134","3,759,730,925","4,232,890,647","4,795,762,171","5,234,234,248","5,990,542,361","6,588,756,257","7,809,655,451","9,048,202,415","10,435,143,546","12,546,236,802","14,493,053,112","16,914,411,472","19,311,921,012","21,999,231,294","25,290,926,978","28,053,546,057","30,634,289,068","34,794,229,330","39,335,955,706","48,014,085,874","53,131,176,539","59,515,662,899","69,601,573,665","81,027,637,811","91,639,931,748","99,883,034,772","113,030,098,256","125,693,301,842"
Bolivia (Plurinational State of),Boliviano,Final consumption expenditure,"10,000","11,000","14,000","21,000","32,000","40,000","45,000","54,000","63,000","75,000","98,000","125,000","310,000","1,082,000","16,712,000","2,031,320,000","6,919,050,000","8,382,000,000","9,767,154,999","11,306,550,998","13,685,305,000","17,201,413,000","20,322,000,000","22,683,000,000","25,194,000,000","28,815,000,000","33,203,164,457","36,903,331,530","41,801,699,499","44,127,720,991","47,205,495,175","48,957,313,857","50,893,179,115","54,187,622,749","58,601,362,523","63,384,500,000","70,764,200,000","79,609,600,000","91,125,200,000","97,637,700,000","104,964,300,000","123,811,660,617","136,516,356,455","156,833,252,631","177,032,293,265","197,973,413,899"
Bolivia (Plurinational State of),Boliviano,Household consumption expenditure (including Non-profit institutions serving households),"9,000","10,000","12,000","18,000","28,000","35,000","39,000","46,000","53,000","61,000","82,000","105,000","268,000","969,000","14,157,000","1,793,045,000","6,213,741,000","7,440,000,000","8,536,784,999","9,790,814,999","11,869,890,000","14,891,260,000","17,489,000,000","19,413,000,000","21,444,000,000","24,440,000,000","28,200,555,457","31,113,364,530","35,144,093,499","37,001,621,991","39,655,456,175","40,499,252,857","41,842,207,115","43,960,301,229","47,281,175,714","51,080,300,000","57,594,500,000","65,127,900,000","75,100,200,000","79,733,200,000","85,894,400,000","100,909,769,397","111,363,573,421","127,509,169,662","143,499,688,792","158,078,736,946"
Bolivia (Plurinational State of),Boliviano,General government final consumption expenditure,"1,000","1,000","2,000","3,000","4,000","5,000","6,000","8,000","10,000","14,000","16,000","20,000","42,000","113,000","2,555,000","238,275,000","705,309,000","942,000,000","1,230,370,000","1,515,735,999","1,815,415,000","2,310,153,000","2,833,000,000","3,270,000,000","3,750,000,000","4,375,000,000","5,002,609,000","5,789,967,000","6,657,606,000","7,126,099,000","7,550,039,000","8,458,061,000","9,050,972,000","10,227,321,520","11,320,186,809","12,304,200,000","13,169,700,000","14,481,700,000","16,025,000,000","17,904,500,000","19,069,900,000","22,901,891,219","25,152,783,034","29,324,082,969","33,532,604,473","39,894,676,953"
Bolivia (Plurinational State of),Boliviano,Gross capital formation,"2,000","2,000","4,000","6,000","7,000","11,000","11,000","12,000","18,000","18,000","19,000","26,000","50,000","165,000","3,374,000","484,282,000","1,193,574,000","1,514,000,000","1,510,692,000","1,470,913,000","1,935,322,999","2,980,358,000","3,677,000,000","4,051,000,000","3,971,000,000","4,914,000,000","6,094,908,059","8,175,510,930","11,053,117,760","9,039,805,858","9,421,634,927","7,675,037,502","9,236,200,288","8,191,241,445","7,673,983,517","10,978,700,000","12,721,100,000","15,643,600,000","21,185,100,000","20,658,600,000","23,448,500,000","32,939,702,490","33,075,689,846","40,290,201,467","47,957,826,871","43,862,700,000"
Bolivia (Plurinational State of),Boliviano,Gross fixed capital formation (including Acquisitions less disposals of valuables),"2,000","2,000","3,000","5,000","7,000","9,000","11,000","12,000","16,000","17,000","18,000","22,000","52,000","163,000","2,832,000","335,841,000","959,464,000","1,146,000,000","1,372,428,999","1,522,166,999","1,939,425,000","2,771,101,999","3,592,000,000","4,076,000,000","4,104,000,000","5,007,000,000","6,072,066,457","7,899,404,716","10,840,874,241","9,196,540,074","9,288,698,093","7,491,256,788","8,870,584,313","7,839,531,507","8,137,288,089","10,006,000,000","13,116,900,000","16,625,300,000","20,818,100,000","20,059,700,000","22,849,100,000","31,526,855,917","34,366,836,824","40,379,932,995","47,839,840,872","48,567,102,457"
Bolivia (Plurinational State of),Boliviano,Changes in inventories,,,"1,000","1,000",,"2,000",,,"2,000","1,000","1,000","4,000","-2,000","2,000","542,000","148,441,000","234,110,000","368,000,000","138,263,001","-51,253,999","-4,102,001","209,256,001","85,000,000","-25,000,000","-133,000,000","-93,000,000","22,841,602","276,106,215","212,243,520","-156,734,216","132,936,834","183,780,714","365,615,975","351,709,937","-463,304,572","972,700,000","-395,800,000","-981,700,000","367,000,000","598,900,000","599,400,000","1,412,846,573","-1,291,146,978","-89,731,528","117,985,999","-4,704,402,457"
Bolivia (Plurinational State of),Boliviano,Exports of goods and services,"3,000","3,000","4,000","7,000","15,000","12,000","15,000","17,000","17,000","22,000","32,000","37,000","142,000","513,000","7,896,000","830,101,000","2,586,796,000","2,494,000,000","2,027,915,999","2,855,915,999","3,517,480,000","4,109,456,000","4,413,000,000","4,667,000,000","5,987,000,000","7,269,000,000","8,476,476,789","8,791,271,185","9,223,382,425","8,129,195,404","9,489,799,505","10,743,084,349","12,262,912,914","15,847,993,473","21,680,450,988","27,380,500,000","38,324,600,000","43,053,400,000","54,199,400,000","43,484,000,000","56,787,400,000","73,294,325,118","88,273,365,913","93,412,577,416","98,709,824,840","70,389,398,310"
Bolivia (Plurinational State of),Boliviano,Imports of goods and services,"3,000","3,000","4,000","7,000","11,000","16,000","16,000","19,000","23,000","25,000","25,000","33,000","100,000","298,000","4,759,000","478,994,000","1,775,326,000","2,211,000,000","2,500,264,000","2,939,459,999","3,694,970,000","5,159,096,999","6,398,000,000","6,943,000,000","7,516,000,000","8,764,000,000","10,237,902,652","12,226,247,559","15,255,874,023","13,140,547,405","14,188,437,477","13,585,109,136","15,709,963,790","16,322,409,063","18,329,683,913","24,719,900,000","30,062,200,000","35,297,400,000","45,815,900,000","40,053,500,000","47,324,600,000","63,814,125,308","70,711,534,607","78,679,999,850","95,696,285,809","84,211,401,087"
Bolivia (Plurinational State of),Boliviano,Gross Domestic Product (GDP),"12,000","13,000","17,000","25,000","42,000","48,000","55,000","65,000","75,000","90,000","123,000","155,000","402,000","1,463,000","23,224,000","2,866,709,000","8,924,094,000","10,178,000,000","10,805,500,000","12,693,906,000","15,443,136,000","19,132,128,000","22,014,000,000","24,459,000,000","27,636,000,000","32,235,000,000","37,536,646,679","41,643,866,073","46,822,325,684","48,156,174,840","51,928,492,130","53,790,326,576","56,682,328,429","61,904,448,576","69,626,113,112","77,023,800,000","91,747,800,000","103,009,000,000","120,694,000,000","121,727,000,000","137,876,000,000","166,231,562,917","187,153,877,607","211,856,031,664","228,003,659,167","228,014,118,954"
Bolivia (Plurinational State of),Boliviano,"Agriculture, hunting, forestry, fishing (ISIC A-B)","2,000","3,000","3,000","5,000","9,000","10,000","11,000","13,000","14,000","16,000","23,000","29,000","78,000","370,000","7,027,000","832,528,000","2,450,257,000","1,667,956,728","1,700,287,000","1,937,489,000","2,371,078,000","2,973,533,000","3,171,000,000","3,583,000,000","4,213,000,000","4,790,000,000","5,324,452,981","6,212,539,935","5,911,520,596","6,384,541,601","6,732,950,550","7,130,259,391","7,343,262,877","8,312,057,035","9,275,857,928","9,083,200,000","10,035,000,000","10,312,400,000","12,603,300,000","13,575,500,000","14,325,100,000","16,240,135,297","18,363,841,452","21,115,647,233","22,208,052,435","23,349,258,665"
Bolivia (Plurinational State of),Boliviano,"Mining, Manufacturing, Utilities (ISIC C-E)","3,131","3,145","4,187","7,288","13,517","12,563","14,666","17,835","21,000","25,000","38,000","45,000","132,000","362,000","4,929,000","706,378,000","2,171,020,000","2,780,006,925","2,987,587,000","3,592,415,000","4,449,954,000","5,266,576,000","5,956,000,000","6,181,000,000","6,910,000,000","8,440,000,000","9,504,524,303","9,813,715,186","10,450,506,227","10,534,029,764","11,790,977,486","12,180,594,802","12,673,149,125","14,419,030,469","17,213,957,592","18,538,160,000","23,180,640,000","26,670,930,000","33,097,780,000","32,551,410,000","37,881,730,000","46,242,417,349","50,030,073,164","54,842,621,718","56,645,649,706","50,719,186,945"
Bolivia (Plurinational State of),Boliviano,Manufacturing (ISIC D),"2,000","2,000","2,000","3,000","5,000","6,000","7,000","8,000","9,000","12,000","18,000","24,000","33,000","142,000","2,052,000","343,156,000","1,184,356,000","1,748,690,863","1,926,415,000","2,156,116,000","2,619,624,000","3,392,234,000","3,774,000,000","4,127,000,000","4,604,000,000","5,393,000,000","6,165,591,374","6,046,783,299","6,551,409,864","6,546,413,161","6,875,906,596","7,178,196,351","7,388,780,625","7,914,141,785","8,708,454,530","8,955,520,000","10,396,500,000","11,758,400,000","13,479,700,000","14,140,700,000","15,538,600,000","17,185,789,939","19,116,287,816","21,032,666,896","22,203,744,125","23,239,112,140"
Bolivia (Plurinational State of),Boliviano,Construction (ISIC F),"1,000","1,000","1,000","1,000","2,000","2,000","3,000","4,000","4,000","5,000","5,000","6,000","12,000","54,000","1,181,000","121,481,000","254,744,000","326,603,621","378,779,000","401,206,000","474,022,000","589,049,000","684,000,000","821,000,000","865,000,000","955,000,000","988,802,619","1,194,886,436","1,785,756,737","1,574,308,950","1,574,908,664","1,493,270,094","1,765,863,070","1,426,335,853","1,473,447,128","1,695,410,000","2,189,700,000","2,470,100,000","2,792,570,000","3,027,750,000","3,679,390,000","4,240,623,229","4,870,056,385","5,574,890,114","6,341,500,876","6,750,228,108"
Bolivia (Plurinational State of),Boliviano,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","1,000","2,000","2,000","3,000","4,000","6,000","7,000","7,000","9,000","11,000","13,000","20,000","49,000","255,000","3,203,000","310,571,000","970,203,000","1,347,852,117","1,290,651,000","1,548,588,000","1,874,961,000","2,319,732,000","2,545,000,000","2,799,000,000","3,143,000,000","3,642,000,000","4,219,918,177","4,552,432,533","5,116,985,751","5,109,257,415","5,366,477,718","5,562,971,115","5,869,711,719","6,183,271,141","6,950,251,605","7,211,980,000","8,219,370,000","9,439,950,000","11,251,200,000","11,848,000,000","13,551,000,000","15,621,439,702","16,563,636,865","18,049,301,171","18,976,520,338","19,758,173,029"
Bolivia (Plurinational State of),Boliviano,"Transport, storage and communication (ISIC I)","1,000","1,000","1,000","2,000","2,000","3,000","4,000","4,000","5,000","7,000","7,000","9,000","31,000","81,000","1,289,000","304,425,000","1,056,002,000","776,045,753","862,683,000","1,074,516,999","1,439,093,000","1,894,537,000","2,315,000,000","2,712,000,000","2,992,000,000","3,251,000,000","3,900,709,808","4,522,528,306","5,596,055,923","5,695,472,793","5,885,198,440","6,206,776,974","6,755,194,920","7,636,238,464","8,255,092,915","8,676,270,000","9,334,740,000","9,657,780,000","10,147,000,000","10,723,500,000","12,375,600,000","13,953,972,920","14,936,515,279","16,658,216,242","18,425,222,077","19,984,390,753"
Bolivia (Plurinational State of),Boliviano,Other Activities (ISIC J-P),"3,200","4,203","4,225","6,305","9,432","12,431","15,493","17,514","21,575","25,704","36,000","43,000","100,000","350,000","5,719,000","628,216,000","1,947,012,000","2,601,620,378","2,830,273,000","3,269,969,000","3,807,360,000","4,703,063,000","5,600,000,000","6,460,000,000","7,220,000,000","8,170,000,000","9,713,179,875","11,422,294,520","13,502,139,870","15,305,604,287","15,835,170,251","16,552,890,364","17,019,697,133","17,930,077,894","19,109,864,119","20,174,453,000","22,018,373,000","24,691,021,000","27,477,981,000","30,390,045,000","34,121,648,000","38,601,456,978","44,191,411,245","50,483,567,649","57,140,774,339","65,098,051,574"
Bolivia (Plurinational State of),Boliviano,Total Value Added,"11,331","14,348","15,411","24,593","39,949","45,994","55,159","63,349","74,575","89,704","122,000","152,000","402,000","1,472,000","23,348,000","2,903,599,000","8,849,238,000","9,500,085,522","10,050,260,000","11,824,183,999","14,416,468,000","17,746,490,000","20,271,000,000","22,556,000,000","25,343,000,000","29,248,000,000","33,651,587,761","37,718,396,915","42,362,965,103","44,603,214,809","47,185,683,109","49,126,762,740","51,426,878,842","55,907,010,856","62,278,471,285","65,379,473,000","74,977,823,000","83,242,181,000","97,369,831,000","102,116,205,000","115,934,468,000","134,900,045,475","148,955,534,391","166,724,244,126","179,737,719,771","185,659,289,073"
Bosnia and Herzegovina,Convertible Marks,Final consumption expenditure,,,,,,,,,,,,,,,,,,,,,"1,093,052","1,456,518","20,322,154","1,505,150,825","2,624,955,866","3,843,787,261","5,034,936,610","6,927,459,287","9,353,874,948","11,196,075,406","14,395,101,332","15,769,346,657","18,354,625,111","19,134,725,657","18,851,219,359","20,623,651,672","22,562,436,583","24,380,299,074","27,743,546,967","27,092,964,359","27,515,738,927","28,356,033,773","28,832,989,391","28,937,650,631","29,401,144,928","29,841,357,310"
Bosnia and Herzegovina,Convertible Marks,Household consumption expenditure (including Non-profit institutions serving households),,,,,,,,,,,,,,,,,,,,,"902,192","1,202,093","16,777,294","1,242,163,598","2,165,868,560","3,175,939,019","4,150,628,922","5,711,722,661","7,762,661,836","9,166,283,586","11,874,831,828","13,300,074,131","14,841,740,398","15,465,844,098","15,229,219,359","16,809,651,672","18,374,436,583","19,683,299,074","22,172,546,967","21,358,964,359","21,735,738,927","22,381,033,773","22,816,989,391","22,951,691,631","23,323,501,905","23,668,573,778"
Bosnia and Herzegovina,Convertible Marks,General government final consumption expenditure,,,,,,,,,,,,,,,,,,,,,"190,860","254,425","3,544,860","262,987,227","459,087,306","667,848,242","884,307,688","1,215,736,626","1,591,213,111","2,029,791,820","2,520,269,504","2,469,272,526","3,512,884,713","3,668,881,560","3,622,000,000","3,814,000,000","4,188,000,000","4,697,000,000","5,571,000,000","5,734,000,000","5,780,000,000","5,975,000,000","6,016,000,000","5,985,959,000","6,077,643,023","6,172,783,533"
Bosnia and Herzegovina,Convertible Marks,Gross capital formation,,,,,,,,,,,,,,,,,,,,,"274,288","380,091","4,719,580","391,187,755","767,197,252","586,016,716","1,743,033,257","2,825,785,186","2,574,205,011","2,407,923,971","3,319,465,016","3,374,545,875","2,660,493,897","2,845,824,450","4,442,000,000","4,802,000,000","4,339,000,000","5,720,000,000","6,799,000,000","4,796,000,000","4,032,000,000","4,808,326,047","4,933,000,000","4,769,851,158","5,094,899,176","4,778,801,374"
Bosnia and Herzegovina,Convertible Marks,Gross fixed capital formation (including Acquisitions less disposals of valuables),,,,,,,,,,,,,,,,,,,,,"207,079","289,567","3,474,250","299,311,220","598,611,614","359,779,700","1,439,431,861","2,302,110,500","2,574,205,011","2,407,923,971","3,319,465,016","3,374,545,875","2,660,493,897","2,845,824,450","3,966,000,000","4,789,000,000","4,532,000,000","5,036,000,000","6,054,000,000","4,812,000,000","4,299,000,000","4,750,309,654","4,785,000,000","4,714,284,328","5,234,973,376","4,910,185,089"
Bosnia and Herzegovina,Convertible Marks,Changes in inventories,,,,,,,,,,,,,,,,,,,,,"67,209","90,524","1,245,330","91,876,534","168,585,638","226,237,016","303,601,396","523,674,686",,,,,,,"476,000,000","13,000,000","-193,000,000","684,000,000","745,000,000","-16,000,000","-267,000,000","58,016,393","148,000,000","55,566,830","-140,074,200","-131,383,715"
Bosnia and Herzegovina,Convertible Marks,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,"202,077","275,859","3,667,827","278,195,893","534,251,312","598,585,439","998,848,593","1,872,663,675","1,650,696,233","1,987,204,119","3,448,541,739","3,671,263,486","3,490,118,211","4,574,186,880","4,866,217,813","5,853,931,060","7,364,859,711","6,110,820,386","6,851,447,238","6,201,955,949","7,532,260,174","8,403,439,747","8,434,289,342","8,991,392,647","9,257,165,075","9,785,045,226"
Bosnia and Herzegovina,Convertible Marks,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,"677,768","912,352","12,293,159","946,907,282","1,696,116,039","2,095,834,583","3,547,582,213","4,897,848,081","5,946,853,507","6,769,949,361","9,075,035,034","9,817,580,819","10,167,479,082","12,559,799,592","11,409,987,989","12,930,842,429","12,927,774,128","12,728,334,575","15,136,742,051","12,086,331,527","13,005,289,423","14,637,142,761","14,635,389,862","14,501,459,354","15,535,967,612","15,291,839,535"
Bosnia and Herzegovina,Convertible Marks,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,"891,650","1,200,117","16,416,402","1,227,627,191","2,230,288,391","2,932,554,833","4,229,236,247","6,728,060,068","7,631,922,685","8,821,254,135","12,088,073,053","12,997,575,198","14,334,656,143","15,101,632,023","16,400,774,321","17,653,775,023","20,060,198,572","22,544,510,667","25,504,262,624","24,779,929,833","25,346,492,111","26,209,627,069","26,193,056,182","26,743,085,189","27,304,359,198","28,658,940,000"
Bosnia and Herzegovina,Convertible Marks,"Agriculture, hunting, forestry, fishing (ISIC A-B)",,,,,,,,,,,,,,,,,,,,,"168,528","226,406","3,063,933","235,371,581","418,383,750","529,604,311","875,451,916","1,178,624,639","1,218,086,153","1,145,668,330","1,099,464,707","1,157,701,193","1,226,982,531","1,173,766,431","1,395,667,527","1,462,940,710","1,614,150,893","1,735,689,987","1,837,467,015","1,752,993,012","1,721,526,239","1,771,136,707","1,608,584,349","1,831,889,000","1,626,871,104","1,779,206,000"
Bosnia and Herzegovina,Convertible Marks,"Mining, Manufacturing, Utilities (ISIC C-E)",,,,,,,,,,,,,,,,,,,,,"177,827","238,966","3,276,956","245,001,114","441,970,366","589,748,089","843,510,467","1,304,912,345","1,602,042,426","1,687,587,052","2,052,021,186","2,167,737,252","2,232,657,271","2,512,765,369","2,794,620,218","2,997,085,916","3,346,246,140","3,813,467,551","4,534,682,304","4,355,608,536","4,574,929,622","4,739,765,224","4,622,050,300","4,926,743,946","4,935,217,073","5,301,877,000"
Bosnia and Herzegovina,Convertible Marks,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,"102,301","137,507","1,885,800","140,865,220","254,507,241","339,468,838","483,676,588","755,012,261","921,118,043","920,161,612","1,203,520,784","1,269,494,515","1,381,449,937","1,505,400,582","1,644,345,257","1,752,302,271","2,007,059,623","2,435,157,032","2,807,155,367","2,595,119,307","2,757,317,770","2,859,983,773","2,762,826,151","2,926,919,128","2,988,523,687","3,322,349,000"
Bosnia and Herzegovina,Convertible Marks,Construction (ISIC F),,,,,,,,,,,,,,,,,,,,,"52,519","70,601","970,791","72,110,481","130,719,794","176,116,000","243,403,211","391,744,528","491,407,672","461,030,399","704,395,464","673,813,895","668,716,967","664,639,424","689,104,679","766,577,986","853,433,293","1,075,944,231","1,368,291,434","1,303,233,700","1,099,463,993","1,058,689,472","1,023,045,821","1,021,710,511","1,095,371,649","1,124,531,000"
Bosnia and Herzegovina,Convertible Marks,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,"74,055","99,835","1,369,590","101,333,597","186,433,974","246,769,349","337,885,151","583,555,918","654,951,633","961,640,188","1,350,761,037","1,582,112,581","1,835,250,594","2,061,414,885","2,320,777,603","2,528,267,778","2,874,741,820","3,262,923,973","3,886,471,634","3,701,903,706","3,857,459,931","3,964,579,161","4,064,036,775","4,112,929,303","4,225,959,013","4,417,024,000"
Bosnia and Herzegovina,Convertible Marks,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,"59,759","80,562","1,102,758","81,957,821","150,432,798","197,394,183","277,108,978","467,709,369","510,541,664","843,653,897","1,002,084,106","1,131,500,181","1,235,982,885","1,353,525,925","1,463,945,146","1,518,561,104","1,611,288,293","1,767,857,661","1,983,759,969","1,955,908,049","1,998,936,260","2,086,525,669","2,128,402,501","2,191,626,000","2,282,698,043","2,348,400,000"
Bosnia and Herzegovina,Convertible Marks,Other Activities (ISIC J-P),,,,,,,,,,,,,,,,,,,,,"199,356","268,926","3,693,839","272,107,318","503,126,068","667,995,570","894,843,173","1,597,190,477","1,788,779,001","2,387,915,502","4,079,798,279","4,293,979,777","4,790,662,973","4,903,921,081","5,204,156,542","5,621,263,059","6,085,636,314","6,833,941,303","7,825,810,824","8,145,342,807","8,228,412,066","8,592,790,237","8,694,749,551","8,722,263,629","8,999,197,924","9,282,897,000"
Bosnia and Herzegovina,Convertible Marks,Total Value Added,,,,,,,,,,,,,,,,,,,,,"732,044","985,296","13,477,866","1,007,881,912","1,831,066,750","2,407,627,502","3,472,202,897","5,523,737,277","6,265,808,550","7,487,495,367","10,288,524,777","11,006,844,879","11,990,253,220","12,670,033,115","13,868,271,715","14,894,696,553","16,385,496,753","18,489,824,706","21,436,483,180","21,214,989,812","21,480,728,111","22,213,486,470","22,140,869,296","22,807,162,389","23,165,314,805","24,253,935,000"
Botswana,Pula,Final consumption expenditure,"50,526,302","57,031,532","74,171,912","98,701,279","127,014,919","165,003,812","218,189,329","286,576,480","350,371,233","424,021,524","529,537,289","645,733,599","748,621,860","853,101,025","968,248,029","1,158,626,174","1,397,986,848","1,646,534,346","2,020,357,213","3,282,562,935","4,218,976,467","5,020,437,104","5,746,304,081","6,646,226,876","7,645,300,000","9,112,400,000","9,919,600,000","11,662,800,000","13,559,900,000","15,246,900,000","17,194,300,000","18,579,450,930","20,565,130,451","22,526,600,921","25,355,836,818","29,186,240,477","32,963,214,090","38,437,609,780","48,135,736,566","52,716,419,860","59,854,030,263","68,036,390,341","80,291,088,370","91,525,132,675","94,674,593,140","97,039,998,282"
Botswana,Pula,Household consumption expenditure (including Non-profit institutions serving households),"41,090,451","46,211,271","61,821,513","80,776,807","100,929,711","128,681,253","168,717,210","217,901,041","262,988,683","321,504,574","400,820,460","471,117,361","527,411,521","582,914,776","638,417,359","758,730,676","914,231,891","1,024,088,743","1,139,634,396","1,884,987,966","2,529,679,742","3,103,826,658","3,457,982,856","3,845,519,386","4,372,300,000","5,171,000,000","5,698,500,000","6,497,600,000","7,472,700,000","8,295,100,000","9,840,300,000","11,048,249,637","12,863,133,902","14,343,412,443","16,724,758,037","19,339,960,340","22,892,667,566","26,622,246,482","32,929,092,300","37,223,542,583","42,692,064,599","48,629,070,341","59,095,545,226","68,062,209,895","71,286,993,140","71,653,603,741"
