GDP/breakdown at current prices in National currency (all countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Currency,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
New Caledonia,CFP Franc,Gross Domestic Product (GDP),"38,204,000,000","43,984,000,000","46,684,000,000","44,129,000,000","56,344,000,000","63,643,000,000","69,366,000,000","74,831,000,000","69,420,000,000","81,006,000,000","90,847,000,000","96,304,000,000","108,093,000,000","114,161,000,000","126,489,000,000","139,650,000,000","151,281,000,000","162,627,000,000","224,498,000,000","253,475,000,000","250,427,000,000","272,235,000,000","281,427,000,000","290,609,000,000","306,748,000,000","329,296,000,000","335,482,000,000","376,000,000,000","381,462,800,000","408,433,100,000","441,872,000,000","439,383,000,000","471,996,000,000","518,545,000,000","565,528,000,000","598,402,000,000","663,297,000,000","767,977,000,000","735,714,000,000","744,715,000,000","842,913,000,000","887,425,000,000","873,618,326,132","885,996,528,793","920,641,176,330","961,587,689,045"
New Caledonia,CFP Franc,"Agriculture, hunting, forestry, fishing (ISIC A-B)","1,643,000,000","2,250,000,000","2,162,000,000","1,586,000,000","1,721,000,000","1,901,000,000","2,368,000,000","2,451,000,000","2,196,000,000","2,340,000,000","2,719,000,000","1,429,000,000","1,820,000,000","2,155,000,000","2,252,000,000","2,581,000,000","2,831,000,000","3,156,000,000","3,575,000,000","4,511,000,000","5,032,000,000","5,105,000,000","5,135,000,000","5,669,000,000","5,798,000,000","5,921,000,000","5,812,000,000","6,300,000,000","8,454,900,000","8,838,000,000","9,675,700,000","10,370,300,000","8,922,400,000","9,040,600,000","10,105,200,000","9,267,000,000","11,456,000,000","9,769,000,000","10,209,000,000","9,796,985,663","10,006,363,415","12,142,000,000","11,272,239,544","11,357,408,411","12,092,318,822","12,454,612,085"
New Caledonia,CFP Franc,"Mining, Manufacturing, Utilities (ISIC C-E)","12,948,000,000","13,050,000,000","17,695,000,000","15,419,000,000","20,590,000,000","22,029,000,000","23,577,000,000","24,508,000,000","12,983,000,000","19,584,000,000","22,022,000,000","22,263,000,000","20,552,000,000","18,801,000,000","25,085,000,000","31,475,000,000","23,481,000,000","24,407,000,000","68,741,000,000","76,897,000,000","48,267,000,000","54,846,000,000","47,728,000,000","45,660,000,000","47,474,000,000","53,381,000,000","53,238,000,000","59,300,000,000","41,666,600,000","53,613,800,000","69,330,900,000","52,679,100,000","60,802,500,000","76,810,600,000","94,257,500,000","97,824,000,000","123,014,000,000","178,799,000,000","96,721,000,000","82,027,456,145","111,730,607,906","124,847,000,000","111,643,653,013","118,437,670,932","123,413,931,868","126,777,018,197"
New Caledonia,CFP Franc,Manufacturing (ISIC D),"12,354,000,000","12,251,000,000","16,475,000,000","14,032,000,000","19,130,000,000","20,371,000,000","21,924,000,000","22,892,000,000","11,395,000,000","17,774,000,000","19,703,000,000","19,931,000,000","18,461,000,000","16,483,000,000","22,594,000,000","28,236,000,000","19,692,000,000","20,044,000,000","63,018,000,000","71,182,000,000","41,910,000,000","48,923,000,000","41,289,000,000","40,442,000,000","42,959,000,000","48,347,000,000","47,734,000,000","49,800,000,000","32,672,100,000","45,040,400,000","60,907,400,000","44,327,700,000","52,686,100,000","68,478,700,000","84,865,900,000","88,035,000,000","112,374,000,000","167,394,000,000","86,399,000,000","70,756,215,885","102,560,713,298","112,331,000,000","99,961,188,002","107,110,191,545","111,058,544,562","114,091,132,934"
New Caledonia,CFP Franc,Construction (ISIC F),"1,488,000,000","3,231,000,000","6,300,000,000","5,670,000,000","7,534,000,000","8,588,000,000","8,016,000,000","8,002,000,000","7,760,000,000","8,240,000,000","8,279,000,000","5,432,000,000","6,782,000,000","5,290,000,000","5,301,000,000","4,749,000,000","6,698,000,000","6,982,000,000","10,712,000,000","11,581,000,000","14,151,000,000","15,491,000,000","15,411,000,000","18,400,000,000","18,403,000,000","18,928,000,000","16,776,000,000","27,400,000,000","32,978,400,000","34,737,800,000","37,245,200,000","38,001,700,000","40,722,500,000","44,345,800,000","46,495,700,000","48,779,000,000","62,137,000,000","65,799,000,000","79,343,000,000","78,529,035,200","76,983,593,372","99,729,000,000","90,029,005,541","90,597,171,569","97,492,145,666","99,749,813,174"
New Caledonia,CFP Franc,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","13,158,000,000","14,101,000,000","9,140,000,000","8,946,000,000","10,922,000,000","12,889,000,000","12,671,000,000","14,541,000,000","15,339,000,000","16,952,000,000","19,351,000,000","24,287,000,000","28,395,000,000","30,483,000,000","31,274,000,000","33,277,000,000","40,496,000,000","43,167,000,000","46,794,000,000","55,599,000,000","57,566,000,000","60,546,000,000","66,653,000,000","66,191,000,000","70,505,000,000","73,143,000,000","76,581,000,000","42,400,000,000","45,675,300,000","47,030,100,000","50,313,300,000","54,015,200,000","58,334,500,000","62,141,100,000","66,120,400,000","68,392,000,000","72,592,000,000","82,131,000,000","87,655,000,000","92,247,897,357","97,903,175,083","100,581,000,000","102,900,288,286","102,561,545,020","106,452,207,253","111,920,172,473"
New Caledonia,CFP Franc,"Transport, storage and communication (ISIC I)","1,178,000,000","1,244,000,000","1,658,000,000","1,801,000,000","2,406,000,000","2,611,000,000","2,590,000,000","2,850,000,000","2,408,000,000","2,769,000,000","3,395,000,000","4,288,000,000","4,761,000,000","4,917,000,000","4,227,000,000","4,741,000,000","6,969,000,000","7,502,000,000","8,806,000,000","11,443,000,000","13,957,000,000","14,505,000,000","15,875,000,000","17,244,000,000","19,234,000,000","20,908,000,000","22,634,000,000","25,600,000,000","25,507,800,000","29,602,400,000","29,818,400,000","29,528,300,000","31,667,700,000","35,270,000,000","39,517,200,000","41,242,000,000","43,036,000,000","48,218,000,000","50,374,000,000","53,036,007,703","55,812,727,266","56,448,000,000","58,543,893,668","58,131,998,953","60,220,328,263","63,476,457,928"
New Caledonia,CFP Franc,Other Activities (ISIC J-P),"7,789,000,000","10,108,000,000","9,929,000,000","11,007,000,000","13,171,000,000","15,625,000,000","20,144,000,000","22,479,000,000","28,734,000,000","31,121,000,000","35,082,000,000","38,605,000,000","45,783,000,000","52,515,000,000","58,350,000,000","62,827,000,000","70,806,000,000","77,413,000,000","85,870,000,000","93,444,000,000","111,453,000,000","121,743,000,000","130,626,000,000","137,446,000,000","145,334,000,000","157,012,000,000","160,441,000,000","184,000,000,000","199,305,800,000","202,693,500,000","213,630,400,000","223,221,200,000","235,262,900,000","250,047,100,000","263,563,100,000","285,390,000,000","303,606,000,000","328,461,000,000","351,153,000,000","371,656,504,565","386,311,628,108","423,401,000,000","417,728,183,480","417,474,477,470","437,753,385,859","456,702,288,908"
New Caledonia,CFP Franc,Total Value Added,"38,204,000,000","43,984,000,000","46,884,000,000","44,429,000,000","56,344,000,000","63,643,000,000","69,366,000,000","74,831,000,000","69,420,000,000","81,006,000,000","90,848,000,000","96,304,000,000","108,093,000,000","114,161,000,000","126,489,000,000","139,650,000,000","151,281,000,000","162,627,000,000","224,498,000,000","253,475,000,000","250,426,000,000","272,236,000,000","281,428,000,000","290,610,000,000","306,748,000,000","329,293,000,000","335,482,000,000","345,000,000,000","353,588,800,000","376,515,600,000","410,013,900,000","407,815,800,000","435,712,500,000","477,655,200,000","520,059,100,000","550,894,000,000","615,841,000,000","713,177,000,000","675,455,000,000","687,293,886,634","738,748,095,151","817,148,000,000","792,117,263,532","798,560,272,356","837,424,317,730","871,080,362,765"
New Zealand,New Zealand Dollar,Final consumption expenditure,"4,585,274,400","5,259,000,000","5,958,000,000","6,843,000,000","7,908,000,000","9,142,000,000","10,516,000,000","11,968,000,000","13,747,000,000","15,972,000,000","19,064,000,000","22,507,000,000","25,628,000,000","27,756,000,000","31,196,000,000","36,768,000,000","43,111,000,000","48,945,000,000","53,043,000,000","56,755,000,000","59,886,000,000","59,858,000,000","61,220,000,000","63,421,000,000","67,395,000,000","71,670,000,000","76,102,000,000","79,320,000,000","83,164,000,000","86,355,000,000","89,870,000,000","94,500,000,000","100,326,000,000","107,083,000,000","115,039,000,000","123,876,000,000","131,908,000,000","140,370,000,000","147,091,000,000","151,554,000,000","157,912,000,000","166,346,000,000","170,668,000,000","177,207,000,000","183,134,000,000","188,967,000,000"
New Zealand,New Zealand Dollar,Household consumption expenditure (including Non-profit institutions serving households),"3,704,520,800","4,246,000,000","4,796,000,000","5,510,000,000","6,258,000,000","7,157,000,000","8,242,000,000","9,235,000,000","10,424,000,000","12,152,000,000","14,355,000,000","16,878,000,000","19,280,000,000","20,995,000,000","23,813,000,000","28,149,000,000","32,839,000,000","37,501,000,000","40,704,000,000","43,544,000,000","45,843,000,000","45,655,000,000","46,449,000,000","48,424,000,000","52,180,000,000","55,501,000,000","59,286,000,000","61,675,000,000","64,501,000,000","66,868,000,000","69,484,000,000","72,858,000,000","77,786,000,000","82,916,000,000","88,793,000,000","94,791,000,000","100,507,000,000","106,174,000,000","109,860,000,000","113,390,000,000","118,144,000,000","124,940,000,000","128,791,000,000","133,673,000,000","138,157,000,000","142,471,126,308"
New Zealand,New Zealand Dollar,General government final consumption expenditure,"880,753,600","1,013,000,000","1,162,000,000","1,333,000,000","1,650,000,000","1,985,000,000","2,274,000,000","2,733,000,000","3,323,000,000","3,820,000,000","4,709,000,000","5,629,000,000","6,348,000,000","6,761,000,000","7,383,000,000","8,619,000,000","10,272,000,000","11,444,000,000","12,339,000,000","13,211,000,000","14,043,000,000","14,203,000,000","14,771,000,000","14,997,000,000","15,215,000,000","16,169,000,000","16,816,000,000","17,645,000,000","18,663,000,000","19,487,000,000","20,386,000,000","21,642,000,000","22,540,000,000","24,167,000,000","26,246,000,000","29,085,000,000","31,401,000,000","34,196,000,000","37,231,000,000","38,164,000,000","39,768,000,000","41,406,000,000","41,877,000,000","43,534,000,000","44,977,000,000","46,495,873,692"
New Zealand,New Zealand Dollar,Gross capital formation,"1,410,346,100","1,676,000,000","1,882,000,000","2,504,000,000","3,539,000,000","3,152,000,000","3,816,000,000","3,950,000,000","3,931,000,000","4,896,000,000","5,185,000,000","7,410,000,000","8,785,000,000","9,932,000,000","12,125,000,000","13,042,000,000","14,551,000,000","14,762,000,000","14,792,000,000","17,344,000,000","15,584,000,000","13,328,000,000","14,622,000,000","17,951,000,000","20,459,000,000","22,763,000,000","23,400,000,000","24,033,000,000","22,232,000,000","26,306,000,000","26,406,000,000","29,542,000,000","30,749,000,000","34,866,000,000","39,075,000,000","41,420,000,000","40,867,000,000","46,250,000,000","43,003,000,000","38,186,000,000","40,854,000,000","43,594,000,000","45,813,000,000","50,187,000,000","54,627,000,000","57,924,000,000"
New Zealand,New Zealand Dollar,Gross fixed capital formation (including Acquisitions less disposals of valuables),"1,357,230,400","1,578,000,000","1,964,000,000","2,289,000,000","2,814,000,000","3,439,000,000","3,757,000,000","3,817,000,000","4,177,000,000","4,426,000,000","5,218,000,000","7,245,000,000","8,537,000,000","9,557,000,000","11,014,000,000","13,196,000,000","13,963,000,000","15,175,000,000","14,906,000,000","16,055,000,000","15,738,000,000","13,416,000,000","13,998,000,000","16,519,000,000","19,293,000,000","21,581,000,000","22,591,000,000","23,216,000,000","21,962,000,000","24,769,000,000","24,987,000,000","27,656,000,000","29,655,000,000","33,607,000,000","37,431,000,000","40,320,000,000","41,132,000,000","44,639,000,000","42,952,000,000","39,037,000,000","39,992,000,000","42,326,000,000","45,010,000,000","48,508,000,000","54,091,000,000","57,644,000,000"
New Zealand,New Zealand Dollar,Changes in inventories,"53,115,700","98,000,000","-82,000,000","215,000,000","725,000,000","-287,000,000","59,000,000","133,000,000","-246,000,000","470,000,000","-33,000,000","165,000,000","248,000,000","375,000,000","1,111,000,000","-154,000,000","588,000,000","-413,000,000","-114,000,000","1,289,000,000","-154,000,000","-88,000,000","624,000,000","1,432,000,000","1,166,000,000","1,182,000,000","809,000,000","817,000,000","270,000,000","1,537,000,000","1,419,000,000","1,886,000,000","1,094,000,000","1,259,000,000","1,644,000,000","1,100,000,000","-265,000,000","1,611,000,000","51,000,000","-851,000,000","862,000,000","1,268,000,000","803,000,000","1,679,000,000","536,000,000","280,000,000"
New Zealand,New Zealand Dollar,Exports of goods and services,"1,281,046,200","1,542,000,000","1,925,000,000","2,209,000,000","2,085,000,000","2,631,000,000","3,726,000,000","4,090,000,000","4,724,000,000","5,925,000,000","6,938,000,000","8,190,000,000","9,202,000,000","10,508,000,000","13,292,000,000","14,139,000,000","15,437,000,000","17,039,000,000","18,371,000,000","19,555,000,000","20,373,000,000","22,153,000,000","24,434,000,000","25,882,000,000","27,885,000,000","28,287,000,000","28,661,000,000","29,684,000,000","31,639,000,000","35,045,000,000","42,837,000,000","45,604,000,000","44,403,000,000","43,119,000,000","45,662,000,000","46,087,000,000","50,928,000,000","54,645,000,000","60,759,000,000","55,832,000,000","61,559,000,000","64,749,000,000","62,765,000,000","66,998,000,000","67,482,000,000","69,252,000,000"
New Zealand,New Zealand Dollar,Imports of goods and services,"1,454,394,700","1,487,000,000","1,685,000,000","2,195,000,000","3,329,000,000","3,420,000,000","4,086,000,000","4,341,000,000","4,592,000,000","6,246,000,000","7,199,000,000","9,077,000,000","10,188,000,000","10,943,000,000","14,369,000,000","15,169,000,000","15,145,000,000","15,579,000,000","15,578,000,000","19,019,000,000","19,676,000,000","19,352,000,000","21,967,000,000","22,794,000,000","25,401,000,000","26,485,000,000","27,062,000,000","28,223,000,000","30,209,000,000","34,483,000,000","39,274,000,000","40,934,000,000","40,296,000,000","40,569,000,000","45,219,000,000","48,448,000,000","51,592,000,000","54,419,000,000","61,235,000,000","51,320,000,000","56,891,000,000","61,448,000,000","61,251,000,000","63,323,000,000","65,778,000,000","68,653,000,000"
New Zealand,New Zealand Dollar,Gross Domestic Product (GDP),"5,799,925,900","6,990,000,000","8,080,000,000","9,361,000,000","10,203,000,000","11,506,000,000","13,972,000,000","15,667,000,000","17,810,000,000","20,546,000,000","23,988,000,000","29,028,000,000","33,426,000,000","37,253,000,000","42,244,000,000","48,779,000,000","57,953,000,000","65,167,000,000","70,628,000,000","74,635,000,000","76,167,000,000","75,986,000,000","78,309,000,000","84,460,000,000","90,337,000,000","96,235,000,000","101,101,000,000","104,814,000,000","106,826,000,000","113,223,000,000","119,839,000,000","128,712,000,000","135,182,000,000","144,499,000,000","154,557,000,000","162,935,000,000","172,111,000,000","186,846,000,000","189,618,000,000","194,252,000,000","203,434,000,000","213,241,000,000","217,995,000,000","231,128,000,000","239,560,000,000","248,675,000,000"
New Zealand,New Zealand Dollar,"Agriculture, hunting, forestry, fishing (ISIC A-B)","690,559,230","782,000,000","1,037,000,000","1,095,000,000","833,000,000","1,130,000,000","1,506,000,000","1,479,000,000","1,588,000,000","2,363,000,000","2,399,000,000","2,499,000,000","2,381,000,000","2,749,000,000","3,474,000,000","3,523,000,000","3,448,000,000","3,976,000,000","4,566,000,000","5,023,000,000","4,558,000,000","5,233,000,000","5,261,000,000","6,196,000,000","5,896,000,000","6,208,000,000","6,508,000,000","6,370,000,000","6,352,000,000","7,106,000,000","9,291,000,000","10,273,000,000","7,912,000,000","8,279,000,000","8,293,000,000","7,361,000,000","8,572,000,000","11,327,000,000","9,494,000,000","11,172,000,000","13,394,000,000","13,386,000,000","12,169,000,000","14,209,438,251","14,379,595,328","14,698,852,762"
New Zealand,New Zealand Dollar,"Mining, Manufacturing, Utilities (ISIC C-E)","1,575,665,222","1,979,000,000","2,170,000,000","2,465,000,000","2,868,000,000","2,978,000,000","3,933,000,000","4,564,000,000","5,168,000,000","6,052,000,000","7,022,000,000","8,869,000,000","10,329,000,000","11,214,000,000","12,566,000,000","13,519,000,000","15,078,000,000","15,505,000,000","16,193,000,000","17,026,000,000","17,074,000,000","17,031,000,000","17,608,000,000","18,919,000,000","20,497,000,000","20,748,000,000","20,930,000,000","21,365,000,000","20,931,000,000","22,061,000,000","23,131,000,000","24,261,000,000","26,199,000,000","26,802,000,000","28,392,000,000","30,302,000,000","29,918,000,000","32,174,000,000","33,616,000,000","31,124,000,000","32,587,000,000","33,919,000,000","34,443,000,000","36,768,445,025","38,021,829,454","39,439,599,036"
New Zealand,New Zealand Dollar,Manufacturing (ISIC D),"1,398,711,068","1,747,000,000","1,917,000,000","2,212,000,000","2,598,000,000","2,649,000,000","3,442,000,000","3,899,000,000","4,467,000,000","5,150,000,000","5,988,000,000","7,636,000,000","8,832,000,000","9,575,000,000","10,761,000,000","11,158,000,000","12,410,000,000","12,648,000,000","13,145,000,000","13,819,000,000","13,542,000,000","13,572,000,000","14,032,000,000","15,169,000,000","16,722,000,000","17,034,000,000","16,843,000,000","17,107,000,000","16,862,000,000","17,614,000,000","18,580,000,000","19,551,000,000","21,023,000,000","21,268,000,000","22,498,000,000","23,667,000,000","22,894,000,000","23,009,000,000","23,507,000,000","20,924,000,000","22,050,000,000","23,315,000,000","23,667,000,000","25,138,410,140","26,085,457,920","27,040,900,183"
New Zealand,New Zealand Dollar,Construction (ISIC F),"387,681,267","452,000,000","535,000,000","652,000,000","785,000,000","935,000,000","998,000,000","1,017,000,000","1,066,000,000","1,117,000,000","1,311,000,000","1,698,000,000","1,926,000,000","2,106,000,000","2,402,000,000","2,735,000,000","3,124,000,000","3,267,000,000","3,284,000,000","3,535,000,000","3,126,000,000","2,711,000,000","2,727,000,000","3,039,000,000","3,548,000,000","4,007,000,000","4,408,000,000","4,642,000,000","4,504,000,000","5,179,000,000","5,139,000,000","5,484,000,000","6,053,000,000","6,806,000,000","8,010,000,000","8,709,000,000","9,634,000,000","10,702,000,000","10,406,000,000","10,491,000,000","10,525,000,000","10,886,000,000","11,456,000,000","11,967,697,314","12,407,723,207","12,941,460,449"
New Zealand,New Zealand Dollar,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","866,832,237","1,027,000,000","1,172,000,000","1,464,000,000","1,533,000,000","1,581,000,000","1,860,000,000","2,056,000,000","2,365,000,000","2,533,000,000","3,234,000,000","3,900,000,000","4,433,000,000","5,035,000,000","5,324,000,000","6,787,000,000","8,309,000,000","8,129,000,000","8,592,000,000","8,492,000,000","9,375,000,000","8,208,000,000","8,819,000,000","10,004,000,000","10,894,000,000","11,631,000,000","11,834,000,000","12,336,000,000","12,830,000,000","13,383,000,000","14,284,000,000","16,084,000,000","16,562,000,000","17,966,000,000","18,791,000,000","19,363,000,000","20,312,000,000","21,737,000,000","21,151,000,000","21,950,000,000","22,407,000,000","23,345,000,000","23,983,000,000","25,396,127,823","26,301,485,425","27,328,234,653"
New Zealand,New Zealand Dollar,"Transport, storage and communication (ISIC I)","495,835,581","621,000,000","676,000,000","786,000,000","895,000,000","982,000,000","1,282,000,000","1,454,000,000","1,664,000,000","1,923,000,000","2,180,000,000","2,538,000,000","2,955,000,000","3,413,000,000","3,781,000,000","4,227,000,000","5,585,000,000","6,322,000,000","6,891,000,000","6,988,000,000","6,989,000,000","7,163,000,000","7,360,000,000","7,746,000,000","8,432,000,000","9,285,000,000","9,338,000,000","9,488,000,000","9,552,000,000","9,863,000,000","10,139,000,000","10,607,000,000","11,587,000,000","12,335,000,000","13,033,000,000","13,547,000,000","13,117,000,000","14,185,000,000","13,118,000,000","13,828,000,000","14,596,000,000","15,436,000,000","15,854,000,000","16,707,634,814","17,360,225,426","18,027,357,236"
New Zealand,New Zealand Dollar,Other Activities (ISIC J-P),"1,586,400,114","1,908,000,000","2,183,000,000","2,597,000,000","3,035,000,000","3,640,000,000","4,211,000,000","4,900,000,000","5,687,000,000","6,469,000,000","7,674,000,000","9,431,000,000","10,740,000,000","11,979,000,000","13,553,000,000","16,820,000,000","20,171,000,000","23,593,000,000","26,486,000,000","27,998,000,000","29,572,000,000","30,259,000,000","31,019,000,000","32,700,000,000","34,643,000,000","37,242,000,000","40,542,000,000","42,929,000,000","45,203,000,000","47,751,000,000","49,650,000,000","53,263,000,000","57,295,000,000","62,043,000,000","66,925,000,000","71,869,000,000","77,326,000,000","82,588,000,000","87,756,000,000","91,453,000,000","93,928,000,000","98,373,000,000","101,577,000,000","107,011,935,064","111,018,644,720","115,417,205,163"
New Zealand,New Zealand Dollar,Total Value Added,"5,602,973,650","6,769,000,000","7,773,000,000","9,059,000,000","9,949,000,000","11,246,000,000","13,790,000,000","15,470,000,000","17,538,000,000","20,457,000,000","23,820,000,000","28,935,000,000","32,764,000,000","36,496,000,000","41,100,000,000","47,611,000,000","55,715,000,000","60,792,000,000","66,012,000,000","69,062,000,000","70,694,000,000","70,605,000,000","72,794,000,000","78,604,000,000","83,910,000,000","89,121,000,000","93,560,000,000","97,130,000,000","99,372,000,000","105,343,000,000","111,634,000,000","119,972,000,000","125,608,000,000","134,231,000,000","143,444,000,000","151,151,000,000","158,879,000,000","172,713,000,000","175,541,000,000","180,018,000,000","187,437,000,000","195,345,000,000","199,482,000,000","212,061,278,291","219,489,503,560","227,852,709,299"
Nicaragua,Cordoba Oro,Final consumption expenditure,2,2,2,3,3,4,4,5,5,5,9,9,10,11,15,35,146,851,"137,711","6,035,037","429,051,965","15,157,935,824","19,766,690,236","22,272,930,338","24,249,769,122","28,361,235,410","33,084,299,397","38,290,729,697","45,038,591,502","52,669,867,700","60,698,197,678","67,874,787,701","72,825,168,231","79,169,757,095","89,401,691,635","102,546,745,765","114,724,400,050","130,477,446,233","154,693,493,348","160,516,296,774","177,163,812,141","198,943,208,495","220,893,861,692","246,648,826,429","276,052,287,083","297,805,851,754"
Nicaragua,Cordoba Oro,Household consumption expenditure (including Non-profit institutions serving households),2,2,2,2,3,3,4,4,4,4,7,7,8,7,10,22,96,555,"104,213","4,722,373","304,216,387","12,773,490,910","16,933,123,175","19,233,636,344","21,086,717,519","24,550,496,168","28,743,446,738","33,626,334,743","39,354,082,373","44,996,784,263","51,553,001,466","57,444,239,023","62,124,538,346","67,114,264,916","75,718,401,417","86,302,239,709","96,702,077,376","111,279,374,885","131,915,836,675","136,045,283,677","150,794,648,494","169,137,299,088","187,415,442,776","209,497,412,337","234,541,567,840","252,595,524,056"
Nicaragua,Cordoba Oro,General government final consumption expenditure,0,0,0,0,0,0,0,0,1,1,1,2,2,3,5,13,50,297,"33,498","1,312,664","124,835,578","2,384,444,914","2,833,567,061","3,039,293,994","3,163,051,603","3,810,739,242","4,340,852,659","4,664,394,954","5,684,509,128","7,673,083,436","9,145,196,212","10,430,548,677","10,700,629,885","12,055,492,179","13,683,290,218","16,244,506,055","18,022,322,674","19,198,071,349","22,777,656,673","24,471,013,096","26,369,163,646","29,805,909,407","33,478,418,917","37,151,414,092","41,510,719,243","45,210,327,698"
Nicaragua,Cordoba Oro,Gross capital formation,0,0,0,1,1,1,1,1,1,0,1,2,2,2,3,9,25,142,"28,837","1,418,705","79,257,657","2,498,346,822","3,123,744,529","3,483,408,078","4,550,742,962","5,901,675,000","8,059,260,549","10,902,434,661","12,667,107,049","18,925,727,700","17,275,480,046","17,394,829,728","16,699,742,806","17,887,335,600","22,260,097,921","27,380,552,119","31,554,674,693","40,844,149,003","51,094,059,517","37,448,792,427","45,896,027,505","67,715,677,562","74,189,148,463","77,673,135,451","83,944,259,117","110,229,213,902"
Nicaragua,Cordoba Oro,Gross fixed capital formation (including Acquisitions less disposals of valuables),0,0,0,0,1,1,1,1,1,0,1,2,1,2,3,8,19,112,"28,635","1,354,236","78,434,192","2,139,423,960","2,911,065,707","3,361,587,781","4,257,906,172","5,089,151,764","6,386,997,881","8,115,075,685","10,000,364,250","15,407,798,672","15,041,187,345","15,469,338,851","14,949,604,593","16,145,012,488","19,809,291,755","24,312,301,563","28,016,613,241","34,097,665,363","41,245,568,998","33,286,109,005","39,998,153,964","54,212,502,374","69,857,990,851","78,049,756,824","85,361,268,734","104,695,378,750"
Nicaragua,Cordoba Oro,Changes in inventories,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,6,30,202,"64,469","823,464","358,922,862","212,678,822","121,820,297","292,836,790","812,523,235","1,672,262,668","2,787,358,977","2,666,742,799","3,517,929,028","2,234,292,702","1,925,490,877","1,750,138,214","1,742,323,112","2,450,806,165","3,068,250,556","3,538,061,452","6,746,483,640","9,848,490,520","4,162,683,422","5,897,873,541","13,503,175,188","4,331,157,611","-376,621,373","-1,417,009,617","5,533,835,152"
Nicaragua,Cordoba Oro,Exports of goods and services,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,4,13,71,"13,107","1,121,053","67,187,857","1,774,471,500","1,741,510,643","2,473,711,107","3,410,927,702","5,017,547,826","6,122,489,672","8,054,612,513","9,483,709,629","10,626,379,346","13,032,505,469","13,627,023,161","14,030,756,955","16,644,823,023","21,289,643,188","25,790,639,590","32,239,836,358","39,927,403,153","51,536,298,143","52,661,950,818","71,777,854,439","93,457,658,692","111,481,945,157","114,752,036,344","129,728,526,818","129,806,247,049"
Nicaragua,Cordoba Oro,Imports of goods and services,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,5,19,78,"39,647","2,096,996","112,269,318","3,985,447,534","5,019,310,932","5,407,190,667","6,734,811,548","8,712,378,107","11,496,633,524","16,004,245,059","18,482,008,724","25,236,475,882","26,696,279,751","27,865,482,578","29,215,320,283","33,337,935,753","40,747,358,937","49,993,918,488","59,283,714,323","73,658,178,522","92,829,517,699","80,167,143,951","108,154,714,136","141,353,600,562","160,764,671,668","170,220,097,026","183,663,885,469","191,882,683,673"
Nicaragua,Cordoba Oro,Gross Domestic Product (GDP),2,3,3,3,5,5,6,7,7,6,9,11,12,14,20,50,189,"1,169","140,350","6,623,980","502,650,264","15,657,214,032","19,437,563,064","23,308,162,135","25,960,118,809","31,177,313,818","36,340,948,448","41,476,834,042","49,050,861,484","57,346,028,272","64,812,005,360","71,563,318,086","74,445,035,781","80,390,442,616","92,323,401,790","105,776,805,553","119,235,196,778","137,590,819,867","164,494,333,310","170,459,896,068","186,682,979,948","218,762,944,187","245,800,283,644","268,853,901,198","306,061,187,549","345,958,629,032"
Nicaragua,Cordoba Oro,"Agriculture, hunting, forestry, fishing (ISIC A-B)",0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,7,23,198,"23,711","1,243,038","88,382,641","2,675,863,668","3,385,772,068","4,066,233,397","4,937,478,276","6,272,841,718","7,778,972,450","8,277,436,945","9,413,326,686","9,748,949,228","11,514,180,065","12,032,176,409","12,231,402,681","12,561,719,169","14,742,959,936","17,070,152,961","18,878,910,796","22,393,076,427","26,019,481,663","26,924,230,592","31,741,330,113","41,420,269,651","41,805,239,910","43,629,714,383","52,803,504,256","58,717,706,320"
Nicaragua,Cordoba Oro,"Mining, Manufacturing, Utilities (ISIC C-E)",0,0,1,1,1,1,1,1,1,1,2,3,3,3,5,12,47,193,"22,147","1,058,929","77,044,458","2,526,210,992","3,022,651,987","3,719,996,555","4,032,518,960","4,759,222,481","5,568,534,255","6,359,239,663","7,274,125,058","7,947,222,300","9,488,609,813","11,216,947,457","12,542,810,923","12,979,132,633","15,262,715,039","16,808,152,497","19,283,287,345","22,631,353,607","27,763,013,737","30,244,502,858","34,338,122,332","41,984,601,642","48,659,921,195","52,688,327,830","58,684,403,455","62,766,729,850"
