,Manufacturing (C) ;  Machinery and equipment: Contributions to growth ;,Manufacturing (C) ;  Contributions to growth ;,"Electricity, gas, water and waste services (D) ;  Electricity: Contributions to growth ;","Electricity, gas, water and waste services (D) ;  Gas: Contributions to growth ;","Electricity, gas, water and waste services (D) ;  Water supply and waste services: Contributions to growth ;","Electricity, gas, water and waste services (D) ;  Contributions to growth ;",Construction (E) ;  Contributions to growth ;,Wholesale trade (F) ;  Contributions to growth ;,Retail trade (G) ;  Contributions to growth ;,Accommodation and food services (H) ;  Contributions to growth ;,"Transport, postal and warehousing (I) ;  Road: Contributions to growth ;","Transport, postal and warehousing (I) ;  Air and space transport: Contributions to growth ;","Transport, postal and warehousing (I) ;  Rail, pipeline and other transport: Contributions to growth ;","Transport, postal and warehousing (I) ;  Transport, postal and storage services: Contributions to growth ;","Transport, postal and warehousing (I) ;  Contributions to growth ;",Information media and telecommunications (J) ;  Contributions to growth ;,Financial and insurance services (K) ;  Contributions to growth ;,"Rental, hiring and real estate services (L) ;  Contributions to growth ;","Professional, scientific and technical services (M) ;  Contributions to growth ;",Administrative and support services (N) ;  Contributions to growth ;,Public administration and safety (O) ;  Contributions to growth ;,Education and training (P) ;  Contributions to growth ;,Health care and social assistance (Q) ;  Contributions to growth ;,Arts and recreation services (R) ;  Contributions to growth ;,Other services (S) ;  Contributions to growth ;,Ownership of dwellings ;  Contributions to growth ;,Gross value added at basic prices: Contributions to growth ;,Taxes less subsidies on products: Contributions to growth ;,GROSS DOMESTIC PRODUCT: Contributions to growth ;,"Agriculture, forestry and fishing (A) ;  Revision to percentage changes ;",Mining (B) ;  Revision to percentage changes ;,Manufacturing (C) ;  Revision to percentage changes ;,"Electricity, gas, water and waste services (D) ;  Revision to percentage changes ;",Construction (E) ;  Revision to percentage changes ;,Wholesale trade (F) ;  Revision to percentage changes ;,Retail trade (G) ;  Revision to percentage changes ;,Accommodation and food services (H) ;  Revision to percentage changes ;,"Transport, postal and warehousing (I) ;  Revision to percentage changes ;",Information media and telecommunications (J) ;  Revision to percentage changes ;,Financial and insurance services (K) ;  Revision to percentage changes ;,"Rental, hiring and real estate services (L) ;  Revision to percentage changes ;","Professional, scientific and technical services (M) ;  Revision to percentage changes ;",Administrative and support services (N) ;  Revision to percentage changes ;,Public administration and safety (O) ;  Revision to percentage changes ;,Education and training (P) ;  Revision to percentage changes ;,Health care and social assistance (Q) ;  Revision to percentage changes ;,Arts and recreation services (R) ;  Revision to percentage changes ;,Other services (S) ;  Revision to percentage changes ;,Ownership of dwellings ;  GROSS DOMESTIC PRODUCT: Revision to percentage changes ;,Gross value added at basic prices: Revision to percentage changes ;,Taxes less subsidies on products: Revision to percentage changes ;,GROSS DOMESTIC PRODUCT: Revision to percentage changes ;
Unit,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Index Points,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent
Series Type,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted
Data Type,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED,DERIVED
Frequency,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter
Collection Month,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Series Start,Dec-1977,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Sep-1960,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1974,Dec-1959
Series End,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Mar-2017,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016,Dec-2016
No. Obs,158,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,227,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,229
Series ID,A2716129K,A2716126C,A2716136J,A2716137K,A2716138L,A2716135F,A2716139R,A2716140X,A2716141A,A2716142C,A3348494J,A2716144J,A3348495K,A2716147R,A2716143F,A2716148T,A2716149V,A2716150C,A2716151F,A2716152J,A2716584L,A2716153K,A2716154L,A2716155R,A2716156T,A2529214X,A2302397F,A2323352T,A2304030W,A2716003C,A2716004F,A2716005J,A2716006K,A2716007L,A2716008R,A2716009T,A2716010A,A2716011C,A2716012F,A2716013J,A2716014K,A2716015L,A2716016R,A2716017T,A2716018V,A2716019W,A2716020F,A2716021J,A2529212V,A2302694A,A2323349C,A2302642X
